customer_first_name,customer_last_name,order_id,loyalty_level_name,loyalty_level,payment_method,payment_date,store_street_address,store_state,store_zipcode,store_phone,shipment_status,delivery_date,shipment_date,shipment_zipcode,payment_total,invoice_date,representative_phone,representative_email,representative_first_name,representative_last_name,supplier_name,supplier_start_date,supplier_location_state,supplier_location_street,department_name,product_type,product_quantity,unit_price,quantity_in_order,time_of_day,promotion_name,promotion_response,birth_year,Education,marital_status,Income,numberof_children,enrollment_date,Complain,Response,deals
Todd,Boyes,594,Bronze,3,cash,7/12/2022,788 S Grand Ave,CA,90017,213-873-4745,In Transit,NULL,7/15/2022,90020,113,7/17/2022,476-925-9180,Kyle.Smith@mail.com,Kyle,Smith,Bee Sweet Berry Farm,8/20/2014,OH,7285 County Road 183,Beverage,Wine,68942,15.69,48,Snack,Campaign 4,0,1977,Graduation,Together,33178,1,30-01-2014,0,1,4
Todd,Boyes,595,Bronze,3,venmo,3/30/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,4/3/2022,4/2/2022,76110,430,4/4/2022,200-802-5289,Libby.Bray@gmail.com,Libby,Bray,Carlton Myers Nursery and Orchard,8/23/2014,OH,82nd & Kinsman rd.,Non Perishables,Sweet,68059,3.89,30,Lunch,Campaign 1,1,1972,PhD,Married,59973,0,11/9/2013,0,1,4
Sean,Miller,596,Gold,1,venmo,3/30/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/3/2022,4/2/2022,60625,28,4/4/2022,944-811-7728,Basia.Watts@gmail.com,Basia,Watts,7 M Family Farms LLC,9/16/2014,VA,18388 Beaver Dam Road,Non Perishables,Sweet,68059,3.89,13,Breakfast,Campaign 5,0,1975,Master,Together,17459,1,19-09-2013,0,0,1
Phillip,Breyer,597,Bronze,3,debit card,5/25/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,5/29/2022,5/28/2022,33170,384,5/30/2022,585-743-3074,Cassandra.Jensen@gmail.com,Cassandra,Jensen,Oasis Garden Center,3/19/2015,MD,13433 Ocean Gateway (US Route 50),Beverage,Wine,68942,15.69,23,Dinner,Campaign 2,1,1969,Graduation,Divorced,23910,1,26-10-2012,0,1,3
Michelle,Ellison,598,Silver,2,credit card,4/20/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,4/24/2022,4/23/2022,10003,446,4/25/2022,506-956-0578,Mary.Frank@inbox.com,Mary,Frank,Beach View Farms,8/4/2014,WI,1670 Mar-El Road,Non Perishables,Sweet,68059,3.89,31,Drink,Campaign 1,0,1969,Master,Married,42169,2,19-10-2013,0,0,1
Michelle,Ellison,599,Silver,2,venmo,6/30/2022,7930 SW 104th St,FL,33156,305-969-5800,Out For Delivery,NULL,7/3/2022,33170,45,7/5/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Joseph's Grainery,7/28/2014,PA,5095 Thoms Run Road,Non Perishables,Sweet,68059,3.89,44,Dinner,Campaign 2,0,1978,2n Cycle,Married,26224,1,4/6/2013,0,0,1
Scot,Coram,600,Bronze,3,debit card,6/20/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,6/24/2022,6/23/2022,90020,461,6/25/2022,585-743-3074,Cassandra.Jensen@gmail.com,Cassandra,Jensen,Oasis Garden Center,3/19/2015,MD,13433 Ocean Gateway (US Route 50),Produce,Fruits,68931,8.99,31,Dinner,Campaign 2,1,1981,Graduation,Together,31089,1,17-08-2012,0,1,0
Natalie,Fritzler,601,Bronze,3,cash,6/24/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,6/28/2022,6/27/2022,10003,12,6/29/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Briers Simmental Ranch,7/26/2014,WI,W853 County Road B,Non Perishables,Sweet,68059,3.89,34,Breakfast,Campaign 4,0,1961,Graduation,Single,30081,1,21-02-2013,0,1,1
Nathan,Gelder,602,Gold,1,debit card,2/26/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,3/2/2022,3/1/2022,33170,26,3/3/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Moody Family Farm,7/30/2014,IA,4241 Johnson Avenue N.W.,Beverage,Wine,68942,15.69,10,Dinner,Campaign 1,0,1960,Graduation,Together,62807,1,31-08-2012,0,0,1
Patricia,Hirasaki,603,Bronze,3,debit card,1/5/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,1/9/2022,1/8/2022,76110,376,1/10/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Produce,Fish,69000,10.99,31,Drink,Campaign 4,0,1955,Graduation,Single,72906,0,17-09-2013,0,1,1
Maria,Zettner,604,Gold,1,credit card,2/26/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,3/2/2022,3/1/2022,76110,68,3/3/2022,506-956-0578,Mary.Frank@inbox.com,Mary,Frank,Beach View Farms,8/4/2014,WI,1670 Mar-El Road,Produce,Fruits,68931,8.99,25,Snack,Campaign 4,1,1948,PhD,Married,61467,2,9/12/2012,0,0,1
Matthew,Clasen,605,Bronze,3,credit card,6/30/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Pending,NULL,7/3/2022,60625,30,7/5/2022,367-790-6730,Freya.Robbins@mail.com,Freya,Robbins,A Garden in Every Home,9/16/2014,CO,402 S Neilson Ave,Non Perishables,Sweet,68059,3.89,24,Lunch,Campaign 2,1,1966,Master,Together,49618,2,26-01-2013,1,1,1
Patrick,O'Donnell,606,Gold,1,credit card,7/3/2022,3720 Vision Dr,TX,76109,682-316-8040,Pending,NULL,7/6/2022,76110,274,7/8/2022,697-948-0097,Constance.Terrell@gmail.com,Constance,Terrell,The Lucky Dog Farm Store and Cafe,8/27/2014,GA,596 Crump Creek Rd,Produce,Fruits,68931,8.99,15,Dinner,Campaign 5,0,1986,Master,Single,21888,1,29-12-2012,1,0,1
Beth,Paige,607,Bronze,3,check,4/12/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/16/2022,4/15/2022,60625,215,4/17/2022,585-743-3074,Cassandra.Jensen@gmail.com,Cassandra,Jensen,Oasis Garden Center,3/19/2015,MD,13433 Ocean Gateway (US Route 50),Non Perishables,Sweet,68059,3.89,10,Dinner,Campaign 2,1,1973,Graduation,Widow,42429,1,11/2/2014,1,0,0
Harry,Marie,608,Bronze,3,debit card,4/7/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/11/2022,4/10/2022,60625,342,4/12/2022,665-662-7472,Kimberley.Sharpe@mail.com,Kimberley,Sharpe,Green Family Farm,4/20/2015,NY,3275 Cold Springs Road,Beverage,Wine,68942,15.69,47,Breakfast,Campaign 5,1,1956,Graduation,Divorced,26150,3,11/3/2013,1,1,3
Victoria,Wilson,609,Bronze,3,debit card,5/27/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,5/31/2022,5/30/2022,90020,26,6/1/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Produce,Fish,69000,10.99,40,Snack,Campaign 3,0,1975,Basic,Married,30801,1,26-10-2012,1,1,1
Shahid,Collister,610,Gold,1,credit card,5/30/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,6/3/2022,6/2/2022,10003,175,6/4/2022,686-216-7591,Dennis.Meyer@mail.com,Dennis,Meyer,MAWS Farm,7/28/2014,WA,1209 Pecks Canyon Road,Produce,Fruits,68931,8.99,45,Drink,Campaign 1,0,1965,Graduation,Married,81168,0,7/5/2014,1,0,1
Katrina,Bavinger,611,Gold,1,credit card,4/28/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,5/2/2022,5/1/2022,33170,189,5/3/2022,755-303-2416,Kyle.Thomas@inbox.com,Kyle,Thomas,JP Family Farms,8/17/2014,AK,1305 N. Smith Rd.,Produce,Meats,69752,5.67,46,Snack,Campaign 4,0,1969,Master,Single,26877,0,19-08-2013,1,1,3
Michelle,Ellison,612,Silver,2,debit card,5/31/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,6/4/2022,6/3/2022,10003,420,6/5/2022,697-948-0097,Constance.Terrell@gmail.com,Constance,Terrell,The Lucky Dog Farm Store and Cafe,8/27/2014,GA,596 Crump Creek Rd,Produce,Fruits,68931,8.99,13,Breakfast,Campaign 2,1,1944,Master,Widow,45006,0,18-07-2013,1,0,1
Thea,Hendricks,613,Bronze,3,credit card,7/11/2022,3720 Vision Dr,TX,76109,682-316-8040,In Transit,NULL,7/14/2022,76110,225,7/16/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Produce,Fish,69000,10.99,19,Snack,Campaign 4,1,1973,Basic,Married,18978,1,11/12/2012,1,1,4
Steve,Carroll,614,Gold,1,cash,6/6/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,6/10/2022,6/9/2022,10003,168,6/11/2022,968-978-4135,Stacy.Mckinney@inbox.com,Stacy,Mckinney,Allison Family Farm LLC.,7/5/2016,NY,810 Broadway Rt. 9W,Beverage,Wine,68942,15.69,19,Dinner,Campaign 5,1,1967,Graduation,Married,22574,3,28-10-2013,1,0,1
Corey,Catlett,615,Silver,2,debit card,1/30/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,2/3/2022,2/2/2022,60625,275,2/4/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Bronkberry Farms,7/29/2014,TN,1442 Globe Road,Non Perishables,Sweet,68059,3.89,18,Dinner,Campaign 3,0,1969,PhD,Single,48240,0,9/11/2012,1,1,2
Ed,Jacobs,616,Gold,1,venmo,3/10/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,3/14/2022,3/13/2022,10003,278,3/15/2022,640-589-4719,Erica.Stevens@yahoo.com,Erica,Stevens,A. H. Herb'n Craft Farm,7/26/2014,VA,37938 Charles Town Pike,Beverage,Wine,68942,15.69,20,Dinner,Campaign 2,1,1974,Graduation,Married,45837,2,26-07-2013,1,1,1
Noel,Staavos,617,Bronze,3,credit card,7/14/2022,3720 Vision Dr,TX,76109,682-316-8040,Pending,NULL,7/17/2022,76110,332,7/19/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Hemingway Farms,7/28/2014,WI,W7402 Fox Trail Rd.,Non Perishables,Sweet,68059,3.89,39,Drink,Campaign 4,1,1965,Master,Single,35791,3,6/5/2013,1,0,2
Keith,Herrera,618,Bronze,3,check,7/16/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Out For Delivery,NULL,7/19/2022,60625,312,7/21/2022,551-153-6006,Brenda.Jordan@mail.com,Brenda,Jordan,"Green Acres produce, LLC",9/16/2014,NJ,1250 Lacey Road,Non Perishables,Sweet,68059,3.89,40,Lunch,Campaign 3,0,1976,PhD,Together,162397,2,3/6/2013,1,1,1
Carlos,Meador,619,Bronze,3,credit card,4/27/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,5/1/2022,4/30/2022,76110,73,5/2/2022,440-604-6440,Johnny.Smith@yahoo.com,Johnny,Smith,Family Foods Superstore,8/23/2014,IN,9240 n co rd 30 w,Beverage,Wine,68942,15.69,50,Lunch,Campaign 5,1,1978,Graduation,Widow,54162,2,18-03-2013,1,0,2
Corinna,Mitchell,620,Gold,1,credit card,6/16/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,6/20/2022,6/19/2022,76110,337,6/21/2022,625-614-0118,Irene.Luna@inbox.com,Irene,Luna,"Aeyles Farm, LLC",8/7/2014,WA,13701 NE 171st Street,Produce,Fish,69000,10.99,34,Snack,Campaign 3,1,1960,Master,Married,30522,1,17-08-2012,1,0,1
Raymond,Fair,621,Bronze,3,credit card,1/26/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,1/30/2022,1/29/2022,60625,155,1/31/2022,487-492-4340,Dennis.Smith@gmail.com,Dennis,Smith,King Cole Foods,7/27/2014,VA,2122 Sheep Creek Road,Produce,Fruits,68931,8.99,34,Lunch,Campaign 3,0,1961,PhD,Married,54456,1,11/7/2013,1,1,1
Karl,Brown,622,Silver,2,credit card,7/9/2022,3720 Vision Dr,TX,76109,682-316-8040,Out For Delivery,NULL,7/12/2022,76110,39,7/14/2022,697-948-0097,Constance.Terrell@gmail.com,Constance,Terrell,The Lucky Dog Farm Store and Cafe,8/27/2014,GA,596 Crump Creek Rd,Produce,Fish,69000,10.99,14,Breakfast,Campaign 1,0,1971,Graduation,Single,31632,0,14-07-2013,1,1,2
Natalie,Webber,623,Bronze,3,credit card,1/29/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,2/2/2022,2/1/2022,33170,330,2/3/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Joseph's Grainery,7/28/2014,PA,5095 Thoms Run Road,Produce,Meats,69752,5.67,46,Lunch,Campaign 4,1,1949,Graduation,Widow,72298,0,10/3/2014,1,1,1
Eric,Barreto,624,Bronze,3,credit card,7/17/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Out For Delivery,NULL,7/20/2022,60625,106,7/22/2022,487-492-4340,Dennis.Smith@gmail.com,Dennis,Smith,King Cole Foods,7/27/2014,VA,2122 Sheep Creek Road,Produce,Fish,69000,10.99,43,Drink,Campaign 1,1,1978,2n Cycle,Single,36975,1,28-12-2013,1,1,5
Hunter,Lopez,625,Bronze,3,credit card,1/15/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,1/19/2022,1/18/2022,90020,91,1/20/2022,673-465-2275,Elizabeth.Pittman@gmail.com,Elizabeth,Pittman,Food Town Supermarket,7/28/2014,IA,2469 Highway 2,Produce,Fish,69000,10.99,27,Drink,Campaign 5,0,1955,2n Cycle,Married,72635,0,3/6/2013,1,0,2
Barry,Franz,626,Bronze,3,credit card,1/8/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,1/12/2022,1/11/2022,60625,335,1/13/2022,420-956-9711,Evelyn.Kelly@outlook.com,Evelyn,Kelly,Ridge View Farm,8/7/2014,ME,1628 Alna Road,Produce,Meats,69752,5.67,26,Drink,Campaign 5,1,1976,Graduation,Married,13624,1,20-01-2013,1,0,2
Craig,Yedwab,627,Gold,1,credit card,3/16/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,3/20/2022,3/19/2022,60625,418,3/21/2022,556-914-0518,Kellie.Farmer@outlook.com,Kellie,Farmer,Green Oak Farmers and Community Market,11/8/2014,VT,15 Higley Hill,Produce,Fruits,68931,8.99,18,Drink,Campaign 3,1,1975,Graduation,Single,84196,1,3/6/2013,1,1,3
Eric,Barreto,628,Bronze,3,credit card,3/21/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,3/25/2022,3/24/2022,90020,46,3/26/2022,445-355-8603,Hannah.Velez@inbox.com,Hannah,Velez,Adoni Arces Family Farm LLC,7/27/2014,FL,3261 Endsley Road,Beverage,Wine,68942,15.69,17,Breakfast,Campaign 3,1,1960,Graduation,Together,70971,1,21-09-2012,1,1,5
Chuck,Sachs,629,Gold,1,credit card,1/27/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,1/31/2022,1/30/2022,90020,453,2/1/2022,673-465-2275,Elizabeth.Pittman@gmail.com,Elizabeth,Pittman,Food Town Supermarket,7/28/2014,IA,2469 Highway 2,Produce,Meats,69752,5.67,35,Lunch,Campaign 2,1,1977,PhD,Divorced,34487,2,6/9/2012,1,0,4
Muhammed,Lee,630,Bronze,3,credit card,1/13/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,1/17/2022,1/16/2022,76110,245,1/18/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Briers Simmental Ranch,7/26/2014,WI,W853 County Road B,Produce,Meats,69752,5.67,47,Breakfast,Campaign 3,1,1977,Graduation,Single,28769,1,18-12-2012,1,1,3
Karl,Brown,631,Silver,2,credit card,1/28/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,2/1/2022,1/31/2022,60625,70,2/2/2022,478-573-2416,Orli.Hendricks@outlook.com,Orli,Hendricks,Cypress Cattle and Produce,4/21/2015,KS,1692 18th Road,Produce,Meats,69752,5.67,27,Drink,Campaign 3,0,1970,PhD,Married,69084,1,19-11-2013,1,1,2
Bobby,Trafton,632,Gold,1,credit card,7/11/2022,788 S Grand Ave,CA,90017,213-873-4745,In Transit,NULL,7/14/2022,90020,453,7/16/2022,802-065-0912,Natalie.Mcfadden@outlook.com,Natalie,Mcfadden,Acorn Hollow Farm,2/26/2013,SC,1221 Riddle Rd,Non Perishables,Sweet,68059,3.89,50,Breakfast,Campaign 3,1,1958,PhD,Together,65488,0,13-06-2014,1,1,2
Noah,Childs,633,Gold,1,credit card,4/27/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,5/1/2022,4/30/2022,10003,19,5/2/2022,585-743-3074,Cassandra.Jensen@gmail.com,Cassandra,Jensen,Oasis Garden Center,3/19/2015,MD,13433 Ocean Gateway (US Route 50),Produce,Meats,69752,5.67,16,Snack,Campaign 2,1,1970,2n Cycle,Married,62466,1,15-01-2014,1,0,1
David,Flashing,634,Gold,1,credit card,1/21/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,1/25/2022,1/24/2022,10003,281,1/26/2022,255-592-5290,Gillian.Maldonado@outlook.com,Gillian,Maldonado,Adams Farms,7/27/2014,VA,1876 Brooksfield Rd,Produce,Meats,69752,5.67,11,Lunch,Campaign 3,0,1960,2n Cycle,Single,32218,0,15-02-2014,1,0,2
Rick,Duston,635,Gold,1,credit card,7/8/2022,3720 Vision Dr,TX,76109,682-316-8040,Out For Delivery,NULL,7/11/2022,76110,496,7/13/2022,697-948-0097,Constance.Terrell@gmail.com,Constance,Terrell,The Lucky Dog Farm Store and Cafe,8/27/2014,GA,596 Crump Creek Rd,Produce,Meats,69752,5.67,18,Breakfast,Campaign 2,0,1973,Graduation,Single,83917,0,18-04-2013,1,0,5
Troy,Staebel,636,Bronze,3,credit card,2/22/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,2/26/2022,2/25/2022,90020,221,2/27/2022,255-592-5290,Gillian.Maldonado@outlook.com,Gillian,Maldonado,Adams Farms,7/27/2014,VA,1876 Brooksfield Rd,Produce,Fish,69000,10.99,27,Drink,Campaign 5,1,1962,Graduation,Divorced,46102,3,10/3/2014,1,1,7
Nora,Paige,637,Bronze,3,credit card,6/10/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,6/14/2022,6/13/2022,90020,398,6/15/2022,551-153-6006,Brenda.Jordan@mail.com,Brenda,Jordan,"Green Acres produce, LLC",9/16/2014,NJ,1250 Lacey Road,Produce,Fruits,68931,8.99,14,Breakfast,Campaign 3,0,1952,Graduation,Single,84574,0,4/6/2013,1,1,3
Amy,Cox,638,Silver,2,credit card,2/17/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,2/21/2022,2/20/2022,10003,346,2/22/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Fruits,68931,8.99,23,Lunch,Campaign 1,1,1962,Graduation,Married,56181,1,8/1/2013,1,0,5
Harold,Dahlen,639,Gold,1,venmo,4/12/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,4/16/2022,4/15/2022,90020,230,4/17/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Non Perishables,Sweet,68059,3.89,46,Lunch,Campaign 3,0,1950,Master,Divorced,63120,1,28-09-2012,1,0,5
Jay,Fine,640,Bronze,3,check,6/11/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/15/2022,6/14/2022,33170,424,6/16/2022,487-492-4340,Dennis.Smith@gmail.com,Dennis,Smith,King Cole Foods,7/27/2014,VA,2122 Sheep Creek Road,Non Perishables,Sweet,68059,3.89,38,Breakfast,Campaign 2,1,1971,Graduation,Married,73691,1,6/11/2013,1,1,1
Michael,Granlund,641,Gold,1,debit card,6/6/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,6/10/2022,6/9/2022,10003,16,6/11/2022,440-604-6440,Johnny.Smith@yahoo.com,Johnny,Smith,Family Foods Superstore,8/23/2014,IN,9240 n co rd 30 w,Beverage,Wine,68942,15.69,18,Breakfast,Campaign 5,1,1960,Graduation,Together,63381,1,5/10/2012,1,0,1
Dan,Campbell,642,Gold,1,venmo,6/10/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/14/2022,6/13/2022,33170,111,6/15/2022,255-592-5290,Gillian.Maldonado@outlook.com,Gillian,Maldonado,Adams Farms,7/27/2014,VA,1876 Brooksfield Rd,Beverage,Wine,68942,15.69,45,Dinner,Campaign 2,1,1948,PhD,Together,76140,0,13-05-2014,1,0,1
George,Zrebassa,643,Gold,1,check,7/16/2022,7930 SW 104th St,FL,33156,305-969-5800,Pending,NULL,7/19/2022,33170,194,7/21/2022,200-802-5289,Libby.Bray@gmail.com,Libby,Bray,Carlton Myers Nursery and Orchard,8/23/2014,OH,82nd & Kinsman rd.,Beverage,Wine,68942,15.69,29,Snack,Campaign 1,1,1959,PhD,Divorced,62859,1,30-12-2012,1,1,6
Eleni,Mccrary,644,Bronze,3,debit card,4/9/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,4/13/2022,4/12/2022,90020,332,4/14/2022,255-592-5290,Gillian.Maldonado@outlook.com,Gillian,Maldonado,Adams Farms,7/27/2014,VA,1876 Brooksfield Rd,Non Perishables,Sweet,68059,3.89,32,Lunch,Campaign 5,1,1964,Graduation,Single,45906,1,7/5/2013,1,1,1
Frank,Atkinson,645,Bronze,3,check,4/23/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/27/2022,4/26/2022,60625,97,4/28/2022,241-780-6884,Frances.Smith@gmail.com,Frances,Smith,Baker U-Pick Blueberries,10/12/2014,KS,3762 51st Rd.,Beverage,Wine,68942,15.69,19,Drink,Campaign 2,0,1947,Master,Together,77632,0,10/3/2013,1,0,2
Astrea,Jones,646,Bronze,3,cash,6/20/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,6/24/2022,6/23/2022,10003,198,6/25/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Joseph's Grainery,7/28/2014,PA,5095 Thoms Run Road,Non Perishables,Sweet,68059,3.89,29,Dinner,Campaign 5,1,1971,PhD,Married,46463,2,18-08-2013,1,1,1
Giulietta,Dortch,647,Gold,1,check,4/4/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,4/8/2022,4/7/2022,90020,212,4/9/2022,665-662-7472,Kimberley.Sharpe@mail.com,Kimberley,Sharpe,Green Family Farm,4/20/2015,NY,3275 Cold Springs Road,Produce,Fish,69000,10.99,33,Dinner,Campaign 1,1,1970,Graduation,Together,105471,0,21-01-2013,1,0,2
Cathy,Hwang,648,Gold,1,debit card,3/9/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,3/13/2022,3/12/2022,90020,249,3/14/2022,542-843-5089,Cally.Holloway@gmail.com,Cally,Holloway,Cow-U-Met Farm,9/6/2014,CA,10600 Highland Springs Ave.,Produce,Fish,69000,10.99,31,Dinner,Campaign 4,0,1970,Master,Divorced,55282,1,13-12-2013,1,0,1
Damala,Kotsonis,649,Silver,2,cash,3/11/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,3/15/2022,3/14/2022,60625,17,3/16/2022,851-266-8749,Vincent.Krueger@gmail.com,Vincent,Krueger,High Springs Orchard Bakery LLC,10/3/2014,MA,495 Chicopee Row,Produce,Fish,69000,10.99,41,Dinner,Campaign 2,1,1977,Master,Married,78710,1,23-05-2014,1,0,4
Dianna,Arnett,650,Bronze,3,credit card,2/17/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,2/21/2022,2/20/2022,33170,399,2/22/2022,375-695-8959,Dominique.Rogers@mail.com,Dominique,Rogers,JZJ Natural Beef,4/7/2015,WA,220 Pocket Lane,Non Perishables,Sweet,68059,3.89,27,Lunch,Campaign 5,1,1958,Graduation,Together,66886,1,16-09-2013,1,0,1
Fred,Mcmath,651,Gold,1,cash,5/21/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,5/25/2022,5/24/2022,10003,18,5/26/2022,375-695-8959,Dominique.Rogers@mail.com,Dominique,Rogers,JZJ Natural Beef,4/7/2015,WA,220 Pocket Lane,Produce,Fish,69000,10.99,32,Snack,Campaign 2,1,1960,Master,Single,98777,0,17-02-2014,1,0,1
Christy,Brittain,652,Bronze,3,venmo,3/10/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,3/14/2022,3/13/2022,10003,88,3/15/2022,556-914-0518,Kellie.Farmer@outlook.com,Kellie,Farmer,Green Oak Farmers and Community Market,11/8/2014,VT,15 Higley Hill,Beverage,Wine,68942,15.69,16,Lunch,Campaign 1,0,1985,Graduation,Together,29103,1,27-08-2012,1,0,2
Tom,Prescott,653,Bronze,3,venmo,4/27/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,5/1/2022,4/30/2022,76110,338,5/2/2022,420-956-9711,Evelyn.Kelly@outlook.com,Evelyn,Kelly,Ridge View Farm,8/7/2014,ME,1628 Alna Road,Produce,Fish,69000,10.99,17,Dinner,Campaign 2,1,1974,Graduation,Married,67445,1,12/8/2012,1,1,1
Yana,Sorensen,654,Bronze,3,cash,1/1/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,1/5/2022,1/4/2022,76110,416,1/6/2022,241-780-6884,Frances.Smith@gmail.com,Frances,Smith,Baker U-Pick Blueberries,10/12/2014,KS,3762 51st Rd.,Non Perishables,Sweet,68059,3.89,47,Snack,Campaign 2,0,1950,PhD,Together,50616,1,13-04-2014,1,0,7
Harold,Dahlen,655,Gold,1,credit card,7/9/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,In Transit,NULL,7/12/2022,60625,182,7/14/2022,802-065-0912,Natalie.Mcfadden@outlook.com,Natalie,Mcfadden,Richardson Farm,8/28/2014,WI,S387 Korthals Ln.,Produce,Fish,69000,10.99,28,Breakfast,Campaign 2,1,1955,Graduation,Divorced,49431,1,3/8/2012,1,0,5
Brad,Thomas,656,Bronze,3,check,2/23/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,2/27/2022,2/26/2022,90020,140,2/28/2022,506-956-0578,Mary.Frank@inbox.com,Mary,Frank,Beach View Farms,8/4/2014,WI,1670 Mar-El Road,Produce,Fish,69000,10.99,30,Breakfast,Campaign 3,1,1975,Graduation,Divorced,153924,0,7/2/2014,1,0,3
Cynthia,Voltz,657,Bronze,3,cash,5/11/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,5/15/2022,5/14/2022,90020,494,5/16/2022,329-493-6700,Joan.Wilder@yahoo.com,Joan,Wilder,4R Angus Farm,3/23/2015,FL,124 Diamond Lake Lane,Produce,Fruits,68931,8.99,47,Drink,Campaign 5,0,1953,Graduation,Together,61278,1,4/1/2014,1,0,2
Daniel,Byrd,658,Gold,1,check,6/15/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,6/19/2022,6/18/2022,76110,241,6/20/2022,665-662-7472,Kimberley.Sharpe@mail.com,Kimberley,Sharpe,Green Family Farm,4/20/2015,NY,3275 Cold Springs Road,Beverage,Wine,68942,15.69,27,Drink,Campaign 3,0,1958,2n Cycle,Together,26490,0,22-09-2012,1,0,3
